Sample_Name	dataset	country	year	source	sample_type	sample	infectionStatus	strain	lineage	CG_name	ST_Jul22	YBT	CLB	IRO	IUC	Ybt_insertion	YbST	ICEKp	KpZM	YBT_lineage	CLB_lineage	clbJ/K_fusion	transposase
573.149	PATRIC	Italy	2009	human	unknown	unknown	unknown	53BG	KpI	n/a	321	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.167	PATRIC	unknown	2014	human	unknown	unknown	unknown	UCI76	KpI	CG322	322	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1695	PATRIC	USA	2012	human	eye	eye	infection	436_KPNE	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1368	PATRIC	Brazil	2013	human	rectal swab	intestinal	carriage	CCBH13327	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1408	PATRIC	Italy	2013	human	unknown	unknown	unknown	37AVR	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1417	PATRIC	Italy	2013	human	unknown	unknown	unknown	47AVR	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
72407.91	PATRIC	South Africa	unknown	human	unknown	unknown	unknown	ST323:941530379	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1885	PATRIC	Israel	2005	human	blood	blood_sterile	infection	B199	KpI	n/a	327	ybt	-	-	-	3	96	ICEKp4	absent	10	NA	NA	NA
573.1682	PATRIC	USA	2013	human	BAL	respiratory	infection	1183_KPNE	KpI	n/a	327	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1226680.3	PATRIC	unknown	unknown	unknown	NCIB 418	unknown	unknown	Ecl8	KpI	CG65	375	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
573.148	PATRIC	Germany	2014	unknown	unknown	unknown	unknown	DSM 2026	KpI	CG65	375	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
1049565.4	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	KCTC 2242	KpI	CG65	375	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
1379689.3	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	T69	KpI	CG65	375	ybt	-	iro	iuc	?	12	?	absent	5	NA	NA	NA
573.1715	PATRIC	USA	2013	human	blood	blood_sterile	infection	913_KPNE	KpI	CG380	380	ybt	-	iro	iuc	?	143	?	?	14	NA	NA	NA
573.1716	PATRIC	USA	2013	human	BAL	respiratory	unknown	930_KPNE	KpI	CG380	380	ybt	-	iro	iuc	?	143	?	?	14	NA	NA	NA
573.1886	PATRIC	USA	2013	human	BAL	respiratory	unknown	912_KPNE	KpI	CG380	380	ybt	-	iro	iuc	?	143	?	?	14	NA	NA	NA
1379687.3	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	BJ1-GA	KpI	CG380	380	ybt	clb	iro	iuc	?	1	ICEKp10	present	12	1	?	?
1328371.3	PATRIC	USA	2012	human	bile	bile	infection	MGH 35	KpI	CG147	392	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1372	PATRIC	Colombia	2012	human	Bodily fluid	fluid	unknown	6234	KpI	CG147	392	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1636	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH89	KpI	CG147	392	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
72407.79	PATRIC	USA	2013	human	urine	urine	infection	KPNIH31	KpI	CG147	392	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1409	PATRIC	Italy	2013	human	unknown	unknown	unknown	39AVR	KpI	CG258	395	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1416	PATRIC	Italy	2013	human	unknown	unknown	unknown	46AVR	KpI	CG258	395	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1074486.3	PATRIC	Netherlands	2011	human	unknown	unknown	unknown	1191100241	KpI	CG258	395	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1352	PATRIC	USA	2012	human	urine	urine	infection	unknown	KpI	CG258	395	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1365	PATRIC	USA	2006	human	wound	wound	infection	101488	KpI	CG258	395	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1535	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS121	KpI	n/a	405	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1406	PATRIC	Italy	2013	human	unknown	unknown	unknown	34AVR	KpI	n/a	405	ybt	-	-	-	3	160	?	absent	no lineage	NA	NA	NA
573.1448	PATRIC	Italy	2012	human	unknown	unknown	unknown	82RE	KpI	n/a	405	ybt	-	-	-	1	312	?	present	no lineage	NA	NA	NA
573.1433	PATRIC	Italy	2013	human	unknown	unknown	unknown	66BO	KpI	n/a	416	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1306950.3	PATRIC	China	2012	human	blood	blood_sterile	infection	unknown	KpII	n/a	421	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1524	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS107	KpI	n/a	432	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1491	PATRIC	USA	2014	human	sputum	respiratory	infection	ST-437	KpI	CG258	437	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400170.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 17	KpI	CG258	437	ybt	clb	-	-	3	295	ICEKp10	present	17	3	yes	"yes - clbC, clbF, clbQ"
1123862.3	PATRIC	Brazil	2009	human	blood	blood_sterile	infection	Kp13	KpI	n/a	442	ybt	-	-	-	4	223	ICEKp5	absent	no lineage	NA	NA	NA
573.1662	PATRIC	unknown	2014	human	unknown	unknown	unknown	BIDMC88	KpIII	n/a	454	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1692	PATRIC	USA	2012	human	sputum	respiratory	infection	570_KPNE	KpI	n/a	461	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1405	PATRIC	Italy	2013	human	unknown	unknown	unknown	32AVR	KpI	CG35	466	ybt	-	-	-	3	94	ICEKp4	absent	10	NA	NA	NA
573.1425	PATRIC	Italy	2012	human	unknown	unknown	unknown	55BG	KpI	CG35	466	ybt	-	-	-	3	100	ICEKp4	absent	10	NA	NA	NA
1328372.3	PATRIC	USA	2012	human	urine	urine	infection	MGH 36	KpI	CG35	466	ybt	-	-	-	3	95	ICEKp4	absent	10	NA	NA	NA
573.1376	PATRIC	Australia	2014	human	urine	urine	infection	ST485	KpI	CG45	485	ybt	-	-	-	4	302	ICEKp2	absent	13	NA	NA	NA
1276653.3	PATRIC	unknown	unknown	human	unknown	unknown	unknown	700603	KpII	n/a	489	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1373	PATRIC	Malaysia	2014	environment	Water from farm	environment	NA	GN8	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1355	PATRIC	unknown	unknown	human	unknown	unknown	unknown	KPPR1	KpI	n/a	493	ybt	-	iro	-	1	321	ICEKp1	absent	2	NA	NA	NA
72407.38	PATRIC	USA	2000	unknown	unknown	unknown	unknown	VK055	KpI	n/a	493	ybt	-	iro	-	1	321	ICEKp1	absent	2	NA	NA	NA
1290996.3	PATRIC	Italy	2011	human	blood	blood_sterile	infection	KP3-S	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1413253.3	PATRIC	Italy	2011	human	blood	blood_sterile	infection	KPB-2	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1413252.3	PATRIC	Italy	2011	human	pleural fluid	respiratory	infection	KPB-1	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1379	PATRIC	Italy	2012	human	unknown	unknown	unknown	102BO	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.138	PATRIC	Italy	2012	human	unknown	unknown	unknown	101BO	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1381	PATRIC	Italy	2012	human	unknown	unknown	unknown	103BO	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1382	PATRIC	Italy	2012	human	unknown	unknown	unknown	104BO	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1402	PATRIC	Italy	2012	human	unknown	unknown	unknown	29BO	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1403	PATRIC	Italy	2012	human	unknown	unknown	unknown	30BO	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1404	PATRIC	Italy	2013	human	unknown	unknown	unknown	31AVR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1412	PATRIC	Italy	2013	human	unknown	unknown	unknown	42AVR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1413	PATRIC	Italy	2013	human	unknown	unknown	unknown	43AVR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1414	PATRIC	Italy	2013	human	unknown	unknown	unknown	44AVR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1418	PATRIC	Italy	2013	human	unknown	unknown	unknown	48AVR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1428	PATRIC	Italy	2011	human	unknown	unknown	unknown	58BG	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1441	PATRIC	Italy	2011	human	unknown	unknown	unknown	74RE	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1452	PATRIC	Italy	2011	human	unknown	unknown	unknown	86SGR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1453	PATRIC	Italy	2011	human	unknown	unknown	unknown	87SGR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1454	PATRIC	Italy	2011	human	unknown	unknown	unknown	88SGR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1455	PATRIC	Italy	2011	human	unknown	unknown	unknown	89SGR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1456	PATRIC	Italy	2011	human	unknown	unknown	unknown	90SGR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1463	PATRIC	Italy	2012	human	unknown	unknown	unknown	97SGR	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1294139.3	PATRIC	Italy	2011	unknown	blood	blood_sterile	infection	KP4-R	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1294140.3	PATRIC	Italy	2010	unknown	blood	blood_sterile	infection	KP1-I	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1294141.3	PATRIC	Italy	2010	unknown	rectal swab	intestinal	unknown	KP2-R	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1467	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	IND1	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1468	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	IND3	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1469	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	NAIVER	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.147	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	IND2	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1471	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	REV1	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1472	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	REV2	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1473	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	REV3	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1474	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	NAIVEI	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1185418.3	PATRIC	Italy	unknown	unknown	unknown	unknown	unknown	ST512-K30BO	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1294138.3	PATRIC	Italy	2011	human	urine	urine	infection	KP5-R	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
72407.81	PATRIC	Germany	2011	human	blood	blood_sterile	infection	234-12	KpI	n/a	514	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400165.3	PATRIC	USA	2012	human	urine	urine	infection	BIDMC 47	KpI	CG540	540	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438704.3	PATRIC	USA	2013	human	sputum	respiratory	infection	BWH 46	KpI	CG34	592	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
1328395.3	PATRIC	USA	unknown	human	blood	blood_sterile	infection	UCICRE 10	KpIII	n/a	596	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1659	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH126	KpI	n/a	607	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1655	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH118	KpI	n/a	628	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400168.3	PATRIC	USA	2013	human	urine	urine	infection	BIDMC 52	KpI	n/a	628	ybt	-	-	-	3	108	ICEKp4	absent	10	NA	NA	NA
573.1651	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH114	KpIII	n/a	641	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400171.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 18	KpIII	n/a	641	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328425.3	PATRIC	USA	2012	human	blood	blood_sterile	infection	BIDMC 36	KpI	CG661	661	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438803.3	PATRIC	USA	unknown	human	sputum	respiratory	infection	UCI 56	KpI	n/a	678	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1887	PATRIC	USA	2013	human	sputum	respiratory	infection	1335_KPNE	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1495	PATRIC	Malaysia	2013	Food	Chilli	Food	NA	CH4	KpIII	n/a	697	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1637	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH90	KpI	n/a	784	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.168	PATRIC	USA	2013	human	sputum	respiratory	infection	1012_KPNE	KpI	n/a	846	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1687	PATRIC	USA	2013	human	sputum	respiratory	infection	1010_KPNE	KpI	n/a	846	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400176.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 25	KpI	n/a	873	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.15	PATRIC	USA	2010	human	urine	urine	infection	CAV1344	KpI	n/a	941	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1388	PATRIC	Italy	2012	human	unknown	unknown	unknown	15PV	KpI	n/a	976	ybt	-	-	-	1	146	ICEKp5	absent	14	NA	NA	NA
573.1668	PATRIC	unknown	2013	human	unknown	unknown	unknown	UCI70	KpI	n/a	997	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1387	PATRIC	Italy	2012	human	unknown	unknown	unknown	14PV	KpI	n/a	1079	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328377.3	PATRIC	USA	2012	human	urine	urine	infection	MGH 45	KpI	CG258	1084	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1455605.3	PATRIC	USA	2004	human	peri-anal swab culture	intestinal	carriage	7699	KpI	CG17/20	1123	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1445	PATRIC	Italy	2012	human	unknown	unknown	unknown	78RE	KpI	n/a	1164	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328417.3	PATRIC	USA	2012	human	urine	urine	infection	BIDMC 22	KpI	n/a	1189	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328394.3	PATRIC	USA	unknown	human	urine	urine	infection	UCICRE 8	KpI	CG37	1198	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438708.3	PATRIC	USA	2013	human	urine	urine	infection	CHS 02	KpI	CG258	1199	ybt	clb	-	-	3	246	ICEKp10	present	17	3	yes	yes - clbB
1177153.3	PATRIC	China	2010	environment	soil	environment	NA	LZ	KpI	n/a	1222	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1432	PATRIC	Italy	2013	human	unknown	unknown	unknown	65BO	KpI	n/a	1243	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1443	PATRIC	Italy	2012	human	unknown	unknown	unknown	76RE	KpI	n/a	1243	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1362	PATRIC	USA	2013	human	urine	urine	infection	FDAARGOS_84	KpI	CG490	1263	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1316939.3	PATRIC	China	unknown	environment	soil	environment	NA	G5-2	KpI	CG29	1271	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1316938.3	PATRIC	China	unknown	unknown	unknown	unknown	unknown	ATCC 25955	KpI	CG29	1271	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1284833.4	PATRIC	USA	2004	human	stool	intestinal	carriage	KP-7	KpI	CG36	1272	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1284834.3	PATRIC	USA	2004	human	stool	intestinal	carriage	KP-11	KpI	CG36	1272	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1461	PATRIC	Italy	2012	human	unknown	unknown	unknown	95SGR	KpI	CG230	1307	ybt	-	-	-	4	142	ICEKp5	absent	14	NA	NA	NA
1357295.3	PATRIC	India	2010	environment	nitro-aromatics containing industrial waste water	NA	NA	EGD-HP19	KpI	CG322	1377	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1279040.3	PATRIC	Malaysia	2009	human	blood	blood_sterile	infection	PR04	KpI	n/a	1402	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1555	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS145	KpI	n/a	1411	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328419.3	PATRIC	USA	2012	human	urine	urine	infection	BIDMC 24	KpI	n/a	1430	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328385.3	PATRIC	USA	2012	human	blood	blood_sterile	infection	BWH 30	KpI	n/a	1431	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328364.3	PATRIC	USA	2012	human	urine	urine	infection	MGH 19	KpI	n/a	1432	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328365.3	PATRIC	USA	2012	human	respiratory	respiratory	infection	MGH 20	KpIII	n/a	1433	ybt	-	-	-	1	224	ICEKp11	absent	no lineage	NA	NA	NA
1328374.3	PATRIC	USA	2012	human	urine	urine	infection	MGH 40	KpIII	n/a	1434	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328376.3	PATRIC	USA	2012	human	respiratory	respiratory	infection	MGH 44	KpII	n/a	1435	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328380.3	PATRIC	USA	2012	human	urine	urine	infection	MGH 48	KpI	n/a	1436	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328397.3	PATRIC	USA	unknown	human	sputum	respiratory	infection	UCICRE 14	KpII	n/a	1437	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400179.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 34	KpI	CG34	1444	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
72407.101	PATRIC	South Africa	unknown	human	art line	unknown	unknown	ST1478:939997103	KpIII	n/a	1478	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
72407.77	PATRIC	USA	2013	human	perirectal swab	intestinal	carriage	KPNIH29	KpI	n/a	1518	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1666	PATRIC	unknown	2014	human	unknown	unknown	unknown	BIDMC95	KpII	n/a	1535	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328373.3	PATRIC	USA	2012	human	urine	urine	infection	MGH 39	KpI	CG230	1583	ybt	-	-	-	3	210	ICEKp12	absent	9	NA	NA	NA
573.1395	PATRIC	Italy	2012	human	unknown	unknown	unknown	22PV	KpI	n/a	1625	ybt	-	-	-	3	113	ICEKp4	absent	10	NA	NA	NA
573.1421	PATRIC	Italy	2007	human	unknown	unknown	unknown	51BG	KpI	n/a	1626	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1431	PATRIC	Italy	2011	human	unknown	unknown	unknown	63BG	KpI	n/a	1627	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1434	PATRIC	Italy	2013	human	unknown	unknown	unknown	67BO	KpI	n/a	1628	ybt	-	-	-	4	153	ICEKp5	absent	14	NA	NA	NA
573.1444	PATRIC	Italy	2012	human	unknown	unknown	unknown	77RE	KpI	n/a	1629	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1462	PATRIC	Italy	2012	human	unknown	unknown	unknown	96SGR	KpI	n/a	1630	ybt	-	-	-	4	285	ICEKp12	present	16	NA	NA	NA
573.1393	PATRIC	Italy	2012	human	unknown	unknown	unknown	20PV	KpI	n/a	1631	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
72407.88	PATRIC	South Africa	2012	human	abdomen	intestinal	infection	ST2017:950118422	KpI	CG43	2017	ybt	-	-	-	3	183	ICEKp3	absent	9	NA	NA	NA
72407.95	PATRIC	South Africa	unknown	human	tracheal fluid	respiratory	infection	ST2017:950142398	KpI	CG43	2017	ybt	-	-	-	3	183	ICEKp3	absent	9	NA	NA	NA
72407.94	PATRIC	South Africa	2012	human	urine	urine	infection	ST2017:950117510	KpI	CG43	2017	ybt	-	-	-	3	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
573.1354	PATRIC	Malaysia	2013	human	skin swab	skin	unknown	325	KpI	CG66	2039	ybt	clb	iro	iuc	3	40	ICEKp10	present	12	1	?	?
573.1477	PATRIC	Malaysia	2012	environment	soil	environment	NA	1kgm	KpII	n/a	2045	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1645	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH98	KpI	n/a	2072	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1602	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS206	KpI	n/a	2121	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1693	PATRIC	USA	2012	human	urine	urine	infection	187_KPNE	KpI	n/a	2333	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438799.3	PATRIC	USA	2013	human	bile	bile	infection	MGH 76	KpIII	n/a	5007	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1494	PATRIC	Malaysia	2013	unknown	Bitter gout	unknown	unknown	B1	KpIII	n/a	5008	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1492	PATRIC	unknown	1956	unknown	unknown	unknown	unknown	CICC10011	KpIII	n/a	5021	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1455603.3	PATRIC	USA	2003	human	peri-anal swab culture	intestinal	carriage	4541-2	KpI	CG36	5022	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1451263.3	PATRIC	Singapore	2013	human	rectal swab	intestinal	carriage	JT4	KpI	n/a	5023	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1639	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH92	KpIII	n/a	5034	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1642	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH96	KpII	n/a	5035	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1649	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH112	KpI	n/a	5037	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1656	PATRIC	unknown	2014	human	unknown	unknown	unknown	MGH123	KpII	n/a	5038	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1664	PATRIC	unknown	2014	human	unknown	unknown	unknown	BIDMC90	KpIII	n/a	5039	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1667	PATRIC	unknown	2014	human	unknown	unknown	unknown	BIDMC96	KpI	n/a	5040	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1232392.6	PATRIC	Spain	2012	human	blood	blood_sterile	infection	KpO3210	KpI	n/a	5041	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1572	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS162	KpI	n/a	5042	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1582	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS174	KpI	CG35	5043	ybt	-	-	-	plasmid	37	plasmid	absent	4	NA	NA	NA
573.1607	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS211	KpI	CG258	5044	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1749	PATRIC	USA	2014	human	unknown	unknown	unknown	CHS136	KpI	n/a	5045	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1681	PATRIC	USA	2013	human	urine	urine	infection	1098_KPNE	KpI	n/a	5046	ybt	-	-	-	plasmid	221	plasmid	absent	4	NA	NA	NA
573.1683	PATRIC	USA	2013	human	urine	urine	infection	1294_KPNE	KpII	n/a	5047	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1685	PATRIC	USA	2013	human	fluid	unknown	infection	1239_KPNE	KpI	CG253	5048	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.169	PATRIC	USA	2012	human	urine	urine	infection	194_KPNE	KpI	n/a	5049	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1691	PATRIC	USA	2012	human	BAL	respiratory	unknown	500_KPNE	KpI	n/a	5050	ybt	-	-	-	1	150	ICEKp5	?	14	NA	NA	NA
573.1696	PATRIC	USA	2012	human	sputum	respiratory	unknown	501_KPNE	KpI	n/a	5050	ybt	-	-	-	1	150	ICEKp5	?	14	NA	NA	NA
573.1708	PATRIC	USA	2013	human	urine	urine	infection	887_KPNE	KpI	n/a	5050	ybt	-	-	-	?	150	ICEKp5	?	14	NA	NA	NA
