assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename	strain	contig_count	N50	largest_contig	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	aerobactin	salmochelin	hypermucoidy	wzi	KL	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	AGly	Col	Fcyn	Flq	Gly	MLS	Phe	Rif	Sul	Tet	Tmt	Bla	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR
GCF_900083685.1	PRJNA224116	SAMEA2273573	FKZO00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682488		latest	Scaffold	Major	Full	2016/05/20	12045_6#41	SC	GCA_900083685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/685/GCF_900083685.1_12045_6_41	./refseq/bacteria/GCF_900083685.1/GCF_900083685.1_12045_6_41_genomic.fna.gz	GCF_900083685.1_12045_6_41_genomic.fna	35	390912	926996	0	1	1	6	8	ybt unknown	unknown	-	0	-	-	-	0	-	0	146*	120	-	170	282*	140	-	57*	68*	71*	76*	61*	-	-	53*	45*	-	90*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm?;Aac3-I*?	-	-	GyrA-83T	-	-	-	-	SulI	TetA;TetR	DfrA1*	-	-	SHV-5	-	-	-
GCF_900083695.1	PRJNA224116	SAMEA2273597	FKZA00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682512		latest	Scaffold	Major	Full	2016/05/20	12045_6#61	SC	GCA_900083695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/695/GCF_900083695.1_12045_6_61	./refseq/bacteria/GCF_900083695.1/GCF_900083695.1_12045_6_61_genomic.fna.gz	GCF_900083695.1_12045_6_61_genomic.fna	28	579273	1142005	0	0	2	7	9	-	0	-	0	-	-	-	0	-	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-IIa*;AadA1-pm*?	-	-	GyrA-83I	-	-	CatB8	-	SulI	TetA;TetR	DfrA14*	OXY5-1*	CARB-3*	-	-	-	-
GCF_900083705.1	PRJNA224116	SAMEA2273608	FKZS00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682532		latest	Scaffold	Major	Full	2016/05/20	12045_6#72	SC	GCA_900083705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/705/GCF_900083705.1_12045_6_72	./refseq/bacteria/GCF_900083705.1/GCF_900083705.1_12045_6_72_genomic.fna.gz	GCF_900083705.1_12045_6_72_genomic.fna	60	309647	1244542	ST1-7LV	0	0	5	9	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sat-2A;Aac3-IIa;Aph3''Ia;AadA1-pm?	-	-	ParC-80R;GyrA-83I	-	-	CatA1*	-	SulI	-	DfrA1	OXY2-8*;TEM-105*;SCO-1	-	-	-	-	-
GCF_900083715.1	PRJNA224116	SAMEA2273617	FKZV00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682541		latest	Scaffold	Major	Full	2016/05/20	12045_6#80	SC	GCA_900083715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/715/GCF_900083715.1_12045_6_80	./refseq/bacteria/GCF_900083715.1/GCF_900083715.1_12045_6_80_genomic.fna.gz	GCF_900083715.1_12045_6_80_genomic.fna	37	394936	918006	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147	126*	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	OXY2-5	-	-	-	-	-
GCF_900083725.1	PRJNA224116	SAMEA2273578	FKZU00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682493		latest	Scaffold	Major	Full	2016/05/20	12045_6#46	SC	GCA_900083725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/725/GCF_900083725.1_12045_6_46	./refseq/bacteria/GCF_900083725.1/GCF_900083725.1_12045_6_46_genomic.fna.gz	GCF_900083725.1_12045_6_46_genomic.fna	72	191139	531387	ST1-7LV	0	0	3	6	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Sat-2A	-	-	ParC-80R;GyrA-83I;GyrA-87G	-	-	-	-	-	-	DfrA1	OXY2-8*	-	-	-	-	-
GCF_900083735.1	PRJNA224116	SAMEA2273521	FLAD00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682436		latest	Scaffold	Major	Full	2016/05/20	12045_5#89	SC	GCA_900083735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/735/GCF_900083735.1_12045_5_89	./refseq/bacteria/GCF_900083735.1/GCF_900083735.1_12045_5_89_genomic.fna.gz	GCF_900083735.1_12045_5_89_genomic.fna	44	365241	865984	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147	126*	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	OXY2-5	-	-	-	-	-
GCF_900083745.1	PRJNA224116	SAMEA2273750	FKZJ00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682675		latest	Scaffold	Major	Full	2016/05/20	11983_8#86	SC	GCA_900083745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/745/GCF_900083745.1_11983_8_86	./refseq/bacteria/GCF_900083745.1/GCF_900083745.1_11983_8_86_genomic.fna.gz	GCF_900083745.1_11983_8_86_genomic.fna	29	353353	859158	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147	126*	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	OXY2-5	-	-	-	-	-
GCF_900083755.1	PRJNA224116	SAMEA2273876	FLAC00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682802		latest	Scaffold	Major	Full	2016/05/20	12082_2#12	SC	GCA_900083755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/755/GCF_900083755.1_12082_2_12	./refseq/bacteria/GCF_900083755.1/GCF_900083755.1_12082_2_12_genomic.fna.gz	GCF_900083755.1_12082_2_12_genomic.fna	61	215908	581784	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	146*	120*	-	170*	282*	140*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900083765.1	PRJNA224116	SAMEA2273589	FKYW00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682504		latest	Scaffold	Major	Full	2016/05/20	12045_6#56	SC	GCA_900083765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/765/GCF_900083765.1_12045_6_56	./refseq/bacteria/GCF_900083765.1/GCF_900083765.1_12045_6_56_genomic.fna.gz	GCF_900083765.1_12045_6_56_genomic.fna	54	249364	888888	ST1-7LV	0	0	3	5	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Sat-2A	-	-	ParC-80R;GyrA-83I	-	-	-	-	-	-	DfrA1	-	-	-	-	-	-
GCF_900083785.1	PRJNA224116	SAMEA2273580	FKZG00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682495		latest	Scaffold	Major	Full	2016/05/20	12045_6#48	SC	GCA_900083785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/785/GCF_900083785.1_12045_6_48	./refseq/bacteria/GCF_900083785.1/GCF_900083785.1_12045_6_48_genomic.fna.gz	GCF_900083785.1_12045_6_48_genomic.fna	55	289930	889002	ST1-7LV	0	0	6	9	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm?;Sat-2A	-	-	ParC-80R;GyrA-83I	-	-	CatA1*	-	SulI	TetA;TetR	DfrA1	OXY2-8*	-	-	-	-	-
GCF_900083795.1	PRJNA224116	SAMEA2273817	FKZI00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682743		latest	Scaffold	Major	Full	2016/05/20	12045_7#49	SC	GCA_900083795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/795/GCF_900083795.1_12045_7_49	./refseq/bacteria/GCF_900083795.1/GCF_900083795.1_12045_7_49_genomic.fna.gz	GCF_900083795.1_12045_7_49_genomic.fna	62	243823	1074382	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147	126*	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	TEM-105*;OXY2-5	-	-	-	-	-
GCF_900083805.1	PRJNA224116	SAMEA2273728	FKZD00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682653		latest	Scaffold	Major	Full	2016/05/20	11983_8#73	SC	GCA_900083805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/805/GCF_900083805.1_11983_8_73	./refseq/bacteria/GCF_900083805.1/GCF_900083805.1_11983_8_73_genomic.fna.gz	GCF_900083805.1_11983_8_73_genomic.fna	37	361654	952872	0	0	0	4	7	-	0	-	0	-	-	-	0	-	0	147*	126*	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*?;StrB*;StrA*	-	-	Qnr-S1;GyrA-83T	-	-	-	-	SulII	-	DfrA14	OXY1-1	-	-	-	-	-
GCF_900083815.1	PRJNA224116	SAMEA2273761	FKZH00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682686		latest	Scaffold	Major	Full	2016/05/20	11983_8#93	SC	GCA_900083815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/815/GCF_900083815.1_11983_8_93	./refseq/bacteria/GCF_900083815.1/GCF_900083815.1_11983_8_93_genomic.fna.gz	GCF_900083815.1_11983_8_93_genomic.fna	60	216548	1060869	ST1-7LV	0	0	7	13	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Sat-2A;Aac3-IId*;AadA2*	-	-	ParC-80R;GyrA-83I	-	MphA	CatA1*	-	SulI	TetA;TetR	DfrA1;DfrA12	OXY2-8*;TEM-105*	-	-	-	-	-
GCF_900083825.1	PRJNA224116	SAMEA2273647	FKZR00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682571		latest	Scaffold	Major	Full	2016/05/20	11983_8#7	SC	GCA_900083825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/825/GCF_900083825.1_11983_8_7	./refseq/bacteria/GCF_900083825.1/GCF_900083825.1_11983_8_7_genomic.fna.gz	GCF_900083825.1_11983_8_7_genomic.fna	50	324326	597648	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147*	-	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	OXY1-3*	-	-	-	-	-
GCF_900083835.1	PRJNA224116	SAMEA2273768	FKYO00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682693		latest	Scaffold	Major	Full	2016/05/20	12045_7#3	SC	GCA_900083835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/835/GCF_900083835.1_12045_7_3	./refseq/bacteria/GCF_900083835.1/GCF_900083835.1_12045_7_3_genomic.fna.gz	GCF_900083835.1_12045_7_3_genomic.fna	36	420630	1090467	0	0	0	4	7	-	0	-	0	-	-	-	0	-	0	147*	126*	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*?;StrB*;StrA*	-	-	Qnr-S1;GyrA-83I	-	-	-	-	SulII	-	DfrA14	OXY1-1	-	-	-	-	-
GCF_900083845.1	PRJNA224116	SAMEA2273864	FKZC00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682790		latest	Scaffold	Major	Full	2016/05/20	12045_7#95	SC	GCA_900083845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/845/GCF_900083845.1_12045_7_95	./refseq/bacteria/GCF_900083845.1/GCF_900083845.1_12045_7_95_genomic.fna.gz	GCF_900083845.1_12045_7_95_genomic.fna	30	307134	510074	0	2	0	0	0	-	0	-	0	-	iroBCN	-	0	-	0	141*	118*	-	163*	-	139*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ACT-15*	-	-	-	-	-
GCF_900083855.1	PRJNA224116	SAMEA2273567	FKZT00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682482		latest	Scaffold	Major	Full	2016/05/20	12045_6#35	SC	GCA_900083855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/855/GCF_900083855.1_12045_6_35	./refseq/bacteria/GCF_900083855.1/GCF_900083855.1_12045_6_35_genomic.fna.gz	GCF_900083855.1_12045_6_35_genomic.fna	50	289893	888691	ST1-7LV	0	0	6	9	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sat-2A;AadA1-pm?	-	-	ParC-80R;GyrA-83I	-	-	CatA1*	-	SulI	TetA;TetR	DfrA1	-	-	-	-	-	-
GCF_900083865.1	PRJNA224116	SAMEA2273541	FKZW00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682456		latest	Scaffold	Major	Full	2016/05/20	12082_4#71	SC	GCA_900083865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/865/GCF_900083865.1_12082_4_71	./refseq/bacteria/GCF_900083865.1/GCF_900083865.1_12082_4_71_genomic.fna.gz	GCF_900083865.1_12082_4_71_genomic.fna	65	189077	557719	0	0	0	1	2	-	0	-	0	-	-	-	0	-	0	147*	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ParC-80I;GyrA-83I	-	-	-	-	-	-	-	OXY2-8*	-	-	-	-	-
GCF_900083875.1	PRJNA224116	SAMEA2273687	FKYT00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682611		latest	Scaffold	Major	Full	2016/05/20	11983_8#42	SC	GCA_900083875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/875/GCF_900083875.1_11983_8_42	./refseq/bacteria/GCF_900083875.1/GCF_900083875.1_11983_8_42_genomic.fna.gz	GCF_900083875.1_11983_8_42_genomic.fna	72	189929	827509	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900083885.1	PRJNA224116	SAMEA2273555	FKYQ00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682470		latest	Scaffold	Major	Full	2016/05/20	12045_6#23	SC	GCA_900083885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/885/GCF_900083885.1_12045_6_23	./refseq/bacteria/GCF_900083885.1/GCF_900083885.1_12045_6_23_genomic.fna.gz	GCF_900083885.1_12045_6_23_genomic.fna	63	187942	591831	0	0	0	2	3	-	0	-	0	-	-	-	0	-	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*?	-	-	ParC-80R;GyrA-83I	-	-	-	-	-	-	-	OXY1-2	-	-	-	-	-
GCF_900083895.1	PRJNA224116	SAMEA2273575	FKYU00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682490		latest	Scaffold	Major	Full	2016/05/20	12045_6#44	SC	GCA_900083895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/895/GCF_900083895.1_12045_6_44	./refseq/bacteria/GCF_900083895.1/GCF_900083895.1_12045_6_44_genomic.fna.gz	GCF_900083895.1_12045_6_44_genomic.fna	89	142814	579635	0	0	0	4	5	-	0	-	0	-	-	-	0	-	0	147*	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	ParC-80I;GyrA-83I	-	-	CatA1*	-	SulI	-	-	OXY2-8*	-	-	-	-	-
GCF_900083905.1	PRJNA224116	SAMEA2273520	FKZX00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682435		latest	Scaffold	Major	Full	2016/05/20	12045_5#88	SC	GCA_900083905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/905/GCF_900083905.1_12045_5_88	./refseq/bacteria/GCF_900083905.1/GCF_900083905.1_12045_5_88_genomic.fna.gz	GCF_900083905.1_12045_5_88_genomic.fna	69	302693	513570	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900083915.1	PRJNA224116	SAMEA2273674	FKZY00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682598		latest	Scaffold	Major	Full	2016/05/20	11983_8#30	SC	GCA_900083915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/915/GCF_900083915.1_11983_8_30	./refseq/bacteria/GCF_900083915.1/GCF_900083915.1_11983_8_30_genomic.fna.gz	GCF_900083915.1_11983_8_30_genomic.fna	79	233457	640374	0	0	1	6	10	-	0	-	0	-	-	-	0	-	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-IIc;StrB;StrA;AadA2	-	-	GyrA-83T	-	-	CatA2*	-	SulII;SulI	-	DfrA19*	OXY1-2;TEM-105*	-	SHV-12	-	-	-
GCF_900083925.1	PRJNA224116	SAMEA2273766	FKZE00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682691		latest	Scaffold	Major	Full	2016/05/20	12045_7#1	SC	GCA_900083925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/925/GCF_900083925.1_12045_7_1	./refseq/bacteria/GCF_900083925.1/GCF_900083925.1_12045_7_1_genomic.fna.gz	GCF_900083925.1_12045_7_1_genomic.fna	31	279179	1073715	0	0	0	2	2	-	0	-	0	-	-	-	0	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ic*	-	-	-	-	-	-	-	-	Tet-41*	-	-	-	-	-	-	-
GCF_900083935.1	PRJNA224116	SAMEA2273741	FKYV00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682666		latest	Scaffold	Major	Full	2016/05/20	11983_8#79	SC	GCA_900083935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/935/GCF_900083935.1_11983_8_79	./refseq/bacteria/GCF_900083935.1/GCF_900083935.1_11983_8_79_genomic.fna.gz	GCF_900083935.1_11983_8_79_genomic.fna	85	208805	702499	0	3	0	7	9	ybt 12; ICEKp10	1-11LV	-	0	iucABC	-	-	0	-	0	143*	117*	-	166	-	146*	-	34	33	42	48	27	64	67*	31	28	36	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5	-	-	ParC-80I;GyrA-83L;GyrA-87N	-	MphA?	CatB3*	-	SulI	TetB*	DfrA17	Penicillin_Binding_Protein_Ecoli*;AmpC1*;AmpC2*;AMPH*;OXA-1	-	-	-	-	-
GCF_900083945.1	PRJNA224116	SAMEA2273540	FKYR00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682455		latest	Scaffold	Major	Full	2016/05/20	12045_6#10	SC	GCA_900083945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/945/GCF_900083945.1_12045_6_10	./refseq/bacteria/GCF_900083945.1/GCF_900083945.1_12045_6_10_genomic.fna.gz	GCF_900083945.1_12045_6_10_genomic.fna	72	177996	346653	0	0	0	1	2	-	0	-	0	-	-	-	0	-	0	147	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T;GyrA-87Y	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900083955.1	PRJNA224116	SAMEA2273785	FLAF00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682710		latest	Scaffold	Major	Full	2016/05/20	12045_7#17	SC	GCA_900083955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/955/GCF_900083955.1_12045_7_17	./refseq/bacteria/GCF_900083955.1/GCF_900083955.1_12045_7_17_genomic.fna.gz	GCF_900083955.1_12045_7_17_genomic.fna	74	266829	602458	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147	126	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900083965.1	PRJNA224116	SAMEA2273618	FKZZ00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682542		latest	Scaffold	Major	Full	2016/05/20	12045_6#81	SC	GCA_900083965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/965/GCF_900083965.1_12045_6_81	./refseq/bacteria/GCF_900083965.1/GCF_900083965.1_12045_6_81_genomic.fna.gz	GCF_900083965.1_12045_6_81_genomic.fna	61	223820	888576	ST1-7LV	0	1	7	12	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Sat-2A;AadA2;Aac3-I*	-	-	ParC-80R;GyrA-83I	-	-	CmlA1*	-	SulI	TetA;TetR	DfrA1	OXY2-8*	-	TEM-3	-	-	-
GCF_900083975.1	PRJNA224116	SAMEA2273591	FKYY00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682506		latest	Scaffold	Major	Full	2016/05/20	12045_6#58	SC	GCA_900083975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/975/GCF_900083975.1_12045_6_58	./refseq/bacteria/GCF_900083975.1/GCF_900083975.1_12045_6_58_genomic.fna.gz	GCF_900083975.1_12045_6_58_genomic.fna	39	300196	725869	ST1-7LV	0	0	1	1	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	OXY2-8*	-	-	-	-	-
GCF_900083985.1	PRJNA224116	SAMEA2273630	FKYX00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682554		latest	Scaffold	Major	Full	2016/05/20	12045_6#90	SC	GCA_900083985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/985/GCF_900083985.1_12045_6_90	./refseq/bacteria/GCF_900083985.1/GCF_900083985.1_12045_6_90_genomic.fna.gz	GCF_900083985.1_12045_6_90_genomic.fna	49	309848	883186	ST1-7LV	0	0	6	9	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm?;Sat-2A	-	-	ParC-80R;GyrA-83I	-	-	CatA1*	-	SulI	TetA;TetR	DfrA1	OXY2-8*	-	-	-	-	-
GCF_900083995.1	PRJNA224116	SAMEA2273610	FLAA00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682534		latest	Scaffold	Major	Full	2016/05/20	12045_6#74	SC	GCA_900083995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/995/GCF_900083995.1_12045_6_74	./refseq/bacteria/GCF_900083995.1/GCF_900083995.1_12045_6_74_genomic.fna.gz	GCF_900083995.1_12045_6_74_genomic.fna	62	264290	885774	ST1-7LV	0	0	6	9	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sat-2A;AadA1-pm*?	-	-	ParC-80R;GyrA-83I	-	-	CatA1*	-	SulI	TetA;TetR	DfrA1	OXY2-8*	-	-	-	-	-
GCF_900084005.1	PRJNA224116	SAMEA2273678	FLAG00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682602		latest	Scaffold	Major	Full	2016/05/20	11983_8#35	SC	GCA_900084005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/005/GCF_900084005.1_11983_8_35	./refseq/bacteria/GCF_900084005.1/GCF_900084005.1_11983_8_35_genomic.fna.gz	GCF_900084005.1_11983_8_35_genomic.fna	35	353993	1053131	ST1026-1LV	1	0	0	0	ybt 4; plasmid	329	-	0	-	-	-	wzi151	KL48	ST1026-1LV	2	1	2	35	10	24	4	18	41	27	46	13	41	71	9	8	26	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-144*	-	-	-	-	-
